Origin_airport,Destination_airport,Passengers,Seats,Distance,Destination_City,Origin_City
ABQ,MIA,89,214,1689,MIAMI,ALBUQUERQUE
MGM,MIA,53,150,581,MIAMI,MONTGOMERY
LFT,MIA,0,128,777,MIAMI,LAFAYETTE
HNL,MIA,0,50,4862,MIAMI,HONOLULU
CAK,MIA,77,98,1044,MIAMI,AKRON
POB,TNT,28,173,651,MIAMI,FAYETTEVILLE
ANC,MIA,0,50,4004,MIAMI,ANCHORAGE
HKY,OPF,0,50,681,MIAMI,HICKORY
YUM,MIA,144,172,2117,MIAMI,YUMA
BYH,MIA,0,50,905,MIAMI,BLYTHEVILLE
MHT,MIA,104,118,1284,MIAMI,MANCHESTER
LBB,MIA,150,188,1400,MIAMI,LUBBOCK
TUS,MIA,0,170,1900,MIAMI,TUCSON
MLU,MIA,0,170,847,MIAMI,MONROE
MWA,MIA,0,170,970,MIAMI,MARION
AEX,OPF,61,173,833,MIAMI,ALEXANDRIA
CKB,MIA,0,173,930,MIAMI,CLARKSBURG
RNO,MIA,148,176,2464,MIAMI,RENO
LIT,MIA,0,190,941,MIAMI,LITTLE ROCK
ISO,MIA,0,50,676,MIAMI,KINSTON
GRK,MIA,0,50,1126,MIAMI,KILLEEN
WRB,MIA,0,346,512,MIAMI,MACON
TUP,MIA,0,173,773,MIAMI,TUPELO
SGF,MIA,0,141,1102,MIAMI,SPRINGFIELD
ILN,MIA,0,50,967,MIAMI,WILMINGTON
PIB,MIA,0,173,674,MIAMI,HATTIESBURG
SWO,MIA,0,173,1223,MIAMI,STILLWATER
CID,MIA,355,362,1286,MIAMI,CEDAR RAPIDS
ACY,MIA,206,215,998,MIAMI,ATLANTIC CITY
CRP,MIA,0,173,1072,MIAMI,CORPUS CHRISTI
LCH,MIA,0,173,845,MIAMI,LAKE CHARLES
CLL,MIA,0,173,1034,MIAMI,COLLEGE STATION
NJK,MIA,0,50,2179,MIAMI,EL CENTRO
PDX,MIA,204,204,2700,MIAMI,PORTLAND
ALO,MIA,161,170,1345,MIAMI,WATERLOO
VLD,MIA,0,173,389,MIAMI,VALDOSTA
AVP,MIA,0,173,1103,MIAMI,SCRANTON
ABE,MIA,160,165,1062,MIAMI,ALLENTOWN
RIV,MIA,0,173,2276,MIAMI,RIVERSIDE
DYS,MIA,0,50,1266,MIAMI,ABILENE
PAH,MIA,0,173,923,MIAMI,PADUCAH
OAK,MIA,0,173,2577,MIAMI,OAKLAND
MSN,MIA,162,173,1301,MIAMI,MADISON
LAN,MIA,0,173,1196,MIAMI,LANSING
MSO,MIA,0,173,2352,MIAMI,MISSOULA
GPT,MIA,0,50,623,MIAMI,GULFPORT
CHO,MIA,0,173,858,MIAMI,CHARLOTTESVILLE
SCE,MIA,0,170,1047,MIAMI,STATE COLLEGE
TOL,MIA,0,50,1107,MIAMI,TOLEDO
CWA,MIA,166,346,1410,MIAMI,WAUSAU
ACT,MIA,45,59,1102,MIAMI,WACO
OCF,OPF,0,50,255,MIAMI,OCALA
ERI,MIA,0,50,1123,MIAMI,ERIE
LRD,MIA,0,50,1193,MIAMI,LAREDO
MIE,MIA,0,170,1038,MIAMI,MUNCIE
HUF,MIA,0,170,1026,MIAMI,TERRE HAUTE
FSD,MIA,0,133,1537,MIAMI,SIOUX FALLS
SHV,MIA,0,50,937,MIAMI,SHREVEPORT
BRO,MIA,0,50,1067,MIAMI,BROWNSVILLE
YNG,MIA,0,173,1066,MIAMI,YOUNGSTOWN
SBN,MIA,22,50,1150,MIAMI,SOUTH BEND
LSE,MIA,0,173,1391,MIAMI,LA CROSSE
MHK,MIA,0,173,1323,MIAMI,MANHATTAN
PUB,MIA,0,173,1654,MIAMI,PUEBLO
GYY,MIA,0,50,1164,MIAMI,GARY
BWG,MIA,133,173,850,MIAMI,BOWLING GREEN
RFD,MIA,0,296,1237,MIAMI,ROCKFORD
TCL,MIA,0,50,675,MIAMI,TUSCALOOSA
AGS,MIA,0,50,532,MIAMI,AUGUSTA
TCM,MIA,0,173,2725,MIAMI,TACOMA
SSC,MIA,0,173,564,MIAMI,SUMTER
HLN,MIA,0,173,2253,MIAMI,HELENA
JST,MIA,0,172,1004,MIAMI,JOHNSTOWN
TTN,OPF,21,27,1039,MIAMI,TRENTON
BIL,MIA,0,173,2083,MIAMI,BILLINGS
AND,MIA,0,50,617,MIAMI,ANDERSON
SBA,MIA,2,13,2426,MIAMI,SANTA BARBARA
CVS,MIA,0,50,1497,MIAMI,CLOVIS
FOE,MIA,178,188,1273,MIAMI,TOPEKA
AHN,MIA,0,50,591,MIAMI,ATHENS
HIF,MIA,0,173,2096,MIAMI,OGDEN
STS,MIA,2,8,2616,MIAMI,SANTA ROSA
HOT,OPF,0,50,966,MIAMI,HOT SPRINGS
EIL,MIA,0,50,3941,MIAMI,FAIRBANKS
LRU,MIA,0,122,1668,MIAMI,LAS CRUCES
FSM,MIA,144,199,1064,MIAMI,FORT SMITH
EAR,MIA,1,120,1488,MIAMI,KEARNEY
SMF,MIA,34,68,2552,MIAMI,SACRAMENTO
GRI,MIA,0,68,1470,MIAMI,GRAND ISLAND
LAL,MIA,0,173,185,MIAMI,LAKELAND
ORH,MIA,626,865,1232,MIAMI,WORCESTER
DHN,MIA,158,168,493,MIAMI,DOTHAN
ELM,MIA,0,174,1145,MIAMI,ELMIRA
FAT,MIA,76,173,2433,MIAMI,FRESNO
SZL,MIA,0,173,1179,MIAMI,WARRENSBURG
SAF,OPF,2,14,1668,MIAMI,SANTA FE
SHD,MIA,0,122,863,MIAMI,STAUNTON
XXW,MIA,0,173,333,MIAMI,LAKE CITY
MSP,MOT,127,146,449,MINOT,MINNEAPOLIS
EWR,MOT,103,130,1429,MINOT,NEWARK
BIS,MOT,914,3782,105,MINOT,BISMARCK
BIL,MOT,43,100,382,MINOT,BILLINGS
BNA,MOT,62,70,1120,MINOT,NASHVILLE
SLC,MOT,112,119,737,MINOT,SALT LAKE CITY
EKO,MOT,119,119,879,MINOT,ELKO
IND,MOT,73,100,949,MINOT,INDIANAPOLIS
PIT,MOT,0,100,1167,MINOT,PITTSBURGH
GFK,MOT,78,78,191,MINOT,GRAND FORKS
FAR,MOT,0,100,228,MINOT,FARGO
DTW,MOT,4,100,966,MINOT,DETROIT
STL,MOT,0,100,854,MINOT,ST. LOUIS
GRB,MOT,0,50,679,MINOT,GREEN BAY
MIB,MOT,0,125,11,MINOT,MINOT
LAS,MOT,165,170,1098,MINOT,LAS VEGAS
ISN,MOT,0,50,109,MINOT,WILLISTON
ORD,MOT,17,50,783,MINOT,CHICAGO
COS,MOT,56,120,675,MINOT,COLORADO SPRINGS
RAP,MOT,16,120,303,MINOT,RAPID CITY
SMF,MOT,0,50,1210,MINOT,SACRAMENTO
FOE,MOT,0,120,701,MINOT,TOPEKA
TUS,MOT,0,120,1223,MINOT,TUCSON
IAD,MOT,114,173,1349,MINOT,WASHINGTON
MSY,MOT,121,170,1389,MINOT,NEW ORLEANS
SFB,MOT,152,173,1717,MINOT,ORLANDO
LNK,MOT,0,50,558,MINOT,LINCOLN
EIL,MIB,83,173,2012,MINOT,FAIRBANKS
DAY,MOT,0,50,1023,MINOT,DAYTON
EVV,MOT,0,50,988,MINOT,EVANSVILLE
MEM,MOT,0,50,1081,MINOT,MEMPHIS
GTF,MOT,60,122,472,MINOT,GREAT FALLS
FSD,MOT,0,50,390,MINOT,SIOUX FALLS
SGF,MOT,113,173,859,MINOT,SPRINGFIELD
ABQ,MIB,30,173,961,MINOT,ALBUQUERQUE
MKE,MOT,0,50,744,MINOT,MILWAUKEE
TYS,MIB,15,150,1241,MINOT,KNOXVILLE
ANC,MOT,49,173,2083,MINOT,ANCHORAGE
TOL,MOT,0,50,970,MINOT,TOLEDO
CAK,MOT,0,120,1098,MINOT,AKRON
AEX,MIB,0,173,1266,MINOT,ALEXANDRIA
DIK,MOT,0,50,123,MINOT,DICKINSON
LFT,MOT,18,50,1339,MINOT,LAFAYETTE
LEX,OCF,0,50,626,OCALA,LEXINGTON
CAE,OCF,133,173,335,OCALA,COLUMBIA
BWI,OCF,0,50,759,OCALA,BALTIMORE
LAX,OCF,0,50,2149,OCALA,LOS ANGELES
OPF,OCF,0,50,255,OCALA,MIAMI
MSY,OCF,0,50,486,OCALA,NEW ORLEANS
FLL,OCF,0,50,248,OCALA,FORT LAUDERDALE
GNV,OCF,0,50,36,OCALA,GAINESVILLE
SHV,OCF,0,50,725,OCALA,SHREVEPORT
HOT,OCF,0,50,736,OCALA,HOT SPRINGS
DAL,OCF,0,50,903,OCALA,DALLAS
CSG,OCF,127,150,281,OCALA,COLUMBUS
SFB,OCF,0,120,66,OCALA,ORLANDO
GPT,OCF,77,122,420,OCALA,GULFPORT
BUF,OCF,0,50,969,OCALA,BUFFALO
TUP,OCF,135,137,521,OCALA,TUPELO
PBI,OCF,0,50,215,OCALA,WEST PALM BEACH
PHL,OCF,43,64,837,OCALA,PHILADELPHIA
JAC,OGD,103,128,179,OGDEN,JACKSON
IDA,OGD,25,142,160,OGDEN,IDAHO FALLS
MCI,OGD,38,107,922,OGDEN,KANSAS CITY
MSP,OGD,70,78,983,OGDEN,MINNEAPOLIS
ORD,OGD,135,148,1246,OGDEN,CHICAGO
BIS,OGD,55,107,680,OGDEN,BISMARCK
STL,OGD,60,148,1158,OGDEN,ST. LOUIS
ABQ,OGD,0,50,516,OGDEN,ALBUQUERQUE
BMC,OGD,0,50,24,OGDEN,BRIGHAM CITY
SLN,OGD,0,50,779,OGDEN,SALINA
ATL,OGD,0,50,1596,OGDEN,ATLANTA
ELP,OGD,0,50,719,OGDEN,EL PASO
YIP,OGD,0,50,1468,OGDEN,DETROIT
SLC,OGD,0,50,28,OGDEN,SALT LAKE CITY
CVG,OGD,132,149,1450,OGDEN,CINCINNATI
BZN,HIF,101,149,324,OGDEN,BOZEMAN
EUG,OGD,166,173,605,OGDEN,EUGENE
DFW,OGD,113,128,1004,OGDEN,DALLAS
OMA,OGD,0,50,838,OGDEN,OMAHA
RNO,OGD,164,173,426,OGDEN,RENO
LRD,OGD,0,50,1180,OGDEN,LAREDO
LAX,OGD,122,149,611,OGDEN,LOS ANGELES
PDX,OGD,0,50,612,OGDEN,PORTLAND
COS,OGD,92,128,421,OGDEN,COLORADO SPRINGS
PHX,OGD,134,134,535,OGDEN,PHOENIX
ICT,OGD,0,50,816,OGDEN,WICHITA
BGR,HIF,324,940,2176,OGDEN,BANGOR
FCA,OGD,144,149,504,OGDEN,KALISPELL
MSO,HIF,119,128,414,OGDEN,MISSOULA
HLN,HIF,76,128,379,OGDEN,HELENA
CPR,OGD,41,50,309,OGDEN,CASPER
GRI,OGD,0,50,715,OGDEN,GRAND ISLAND
BRO,OGD,0,50,1345,OGDEN,BROWNSVILLE
GFK,OGD,0,50,866,OGDEN,GRAND FORKS
GTF,HIF,91,128,440,OGDEN,GREAT FALLS
OKC,OGD,0,50,878,OGDEN,OKLAHOMA CITY
RAP,OGD,50,50,497,OGDEN,RAPID CITY
SAN,HIF,122,128,646,OGDEN,SAN DIEGO
LSV,HIF,95,120,376,OGDEN,LAS VEGAS
JFK,HIF,165,214,1984,OGDEN,NEW YORK
CVS,HIF,81,120,663,OGDEN,CLOVIS
TUS,HIF,0,120,624,OGDEN,TUCSON
FSD,HIF,85,120,797,OGDEN,SIOUX FALLS
OAK,OGD,0,50,596,OGDEN,OAKLAND
LNK,OGD,0,50,796,OGDEN,LINCOLN
BFI,HIF,0,50,675,OGDEN,SEATTLE
IAH,HIF,132,141,1208,OGDEN,HOUSTON
PUB,OGD,0,50,447,OGDEN,PUEBLO
SCK,OGD,0,50,543,OGDEN,STOCKTON
SJC,OGD,0,50,593,OGDEN,SAN JOSE
IPL,OGD,0,50,609,OGDEN,EL CENTRO
GJT,OGD,17,30,234,OGDEN,GRAND JUNCTION
LBF,OGD,0,50,590,OGDEN,NORTH PLATTE
SGU,OGD,29,30,296,OGDEN,ST. GEORGE
SAT,OGD,69,70,1107,OGDEN,SAN ANTONIO
PAM,HIF,133,173,1661,OGDEN,PANAMA CITY
FAR,OGD,110,122,851,OGDEN,FARGO
FAT,OGD,102,122,515,OGDEN,FRESNO
SSC,HIF,111,172,1788,OGDEN,SUMTER
IAD,HIF,64,344,1825,OGDEN,WASHINGTON
MUO,HIF,52,120,240,OGDEN,MOUNTAIN HOME
EKO,OGD,10,30,199,OGDEN,ELKO
LAN,OGD,0,50,1410,OGDEN,LANSING
RFD,HIF,125,250,1183,OGDEN,ROCKFORD
TWF,HIF,0,120,160,OGDEN,TWIN FALLS
FFO,HIF,0,50,1468,OGDEN,DAYTON
LRU,OGD,28,50,676,OGDEN,LAS CRUCES
HMN,HIF,73,120,656,OGDEN,ALAMOGORDO
SFO,OGD,50,50,607,OGDEN,SAN FRANCISCO
TCM,HIF,0,120,666,OGDEN,TACOMA
BAD,HIF,71,120,1173,OGDEN,SHREVEPORT
IAH,OMA,267,432,781,OMAHA,HOUSTON
DTW,OMA,114,135,651,OMAHA,DETROIT
ORD,OMA,6562,10624,416,OMAHA,CHICAGO
ATL,OMA,4625,6634,821,OMAHA,ATLANTA
ICT,OMA,28,143,265,OMAHA,WICHITA
SEA,OMA,270,287,1367,OMAHA,SEATTLE
LGA,OMA,82,147,1148,OMAHA,NEW YORK
PHX,OMA,144,194,1037,OMAHA,PHOENIX
MEM,OMA,286,600,538,OMAHA,MEMPHIS
OAK,OMA,52,147,1422,OMAHA,OAKLAND
LNK,OMA,24,136,55,OMAHA,LINCOLN
DSM,OMA,35,143,117,OMAHA,DES MOINES
STL,OMA,766,1391,342,OMAHA,ST. LOUIS
SNA,OMA,19,194,1312,OMAHA,SANTA ANA
MKE,OMA,98,102,426,OMAHA,MILWAUKEE
SMF,OMA,131,147,1371,OMAHA,SACRAMENTO
SJC,OMA,138,146,1415,OMAHA,SAN JOSE
LAS,OMA,1252,3704,1099,OMAHA,LAS VEGAS
BWI,OMA,118,131,1025,OMAHA,BALTIMORE
CLE,OMA,335,438,729,OMAHA,CLEVELAND
MSP,OMA,1602,2900,282,OMAHA,MINNEAPOLIS
DCA,OMA,66,122,1012,OMAHA,WASHINGTON
MCI,OMA,242,1639,152,OMAHA,KANSAS CITY
LAX,OMA,158,287,1330,OMAHA,LOS ANGELES
ABQ,OMA,106,142,725,OMAHA,ALBUQUERQUE
SUX,OMA,19,140,80,OMAHA,SIOUX CITY
CID,OMA,33,286,221,OMAHA,CEDAR RAPIDS
SLC,OMA,44,148,839,OMAHA,SALT LAKE CITY
OKC,OMA,60,142,418,OMAHA,OKLAHOMA CITY
SFO,OMA,134,147,1433,OMAHA,SAN FRANCISCO
PHL,OMA,99,149,1088,OMAHA,PHILADELPHIA
TUS,OMA,64,146,1046,OMAHA,TUCSON
TUL,OMA,30,153,352,OMAHA,TULSA
BOS,OMA,249,287,1282,OMAHA,BOSTON
MIA,MIQ,0,50,1394,OMAHA,MIAMI
DFW,OMA,4118,9088,583,OMAHA,DALLAS
EWR,OMA,127,146,1134,OMAHA,NEWARK
EKO,OMA,114,119,1037,OMAHA,ELKO
AUS,OMA,2,142,765,OMAHA,AUSTIN
PIT,OMA,2584,5768,821,OMAHA,PITTSBURGH
BNA,OMA,0,50,612,OMAHA,NASHVILLE
SAN,OMA,116,128,1313,OMAHA,SAN DIEGO
LBB,OMA,0,142,619,OMAHA,LUBBOCK
COS,OMA,127,128,498,OMAHA,COLORADO SPRINGS
PDX,OMA,16,146,1369,OMAHA,PORTLAND
RIC,OMA,90,128,1026,OMAHA,RICHMOND
IND,OMA,1107,2987,517,OMAHA,INDIANAPOLIS
SGF,OMA,66,122,311,OMAHA,SPRINGFIELD
FSD,OMA,4,107,163,OMAHA,SIOUX FALLS
TWF,OMA,33,107,960,OMAHA,TWIN FALLS
BMI,OMA,38,50,369,OMAHA,BLOOMINGTON
LIT,OMA,0,100,495,OMAHA,LITTLE ROCK
PIA,OMA,1,97,327,OMAHA,PEORIA
MCO,OMA,68,188,1210,OMAHA,ORLANDO
BIS,OMA,91,122,449,OMAHA,BISMARCK
AMA,OMA,110,142,525,OMAHA,AMARILLO
MOT,OMA,80,100,548,OMAHA,MINOT
FAR,OMA,69,122,390,OMAHA,FARGO
HUF,OMA,35,50,470,OMAHA,TERRE HAUTE
CMH,OMA,31,188,689,OMAHA,COLUMBUS
HNL,OMA,387,388,3831,OMAHA,HONOLULU
RST,OMA,94,100,250,OMAHA,ROCHESTER
MSY,OMA,100,100,841,OMAHA,NEW ORLEANS
DAY,OMA,7,78,621,OMAHA,DAYTON
GYY,OMA,115,124,440,OMAHA,GARY
RNO,OMA,83,100,1262,OMAHA,RENO
PNS,OMA,147,151,891,OMAHA,PENSACOLA
CVG,OMA,78,145,614,OMAHA,CINCINNATI
BDL,OMA,108,108,1199,OMAHA,HARTFORD
TYS,OMA,36,107,747,OMAHA,KNOXVILLE
CAK,OMA,120,124,754,OMAHA,AKRON
FOD,OMA,88,124,123,OMAHA,FORT DODGE
RFD,OMA,118,124,357,OMAHA,ROCKFORD
AZO,OMA,124,124,538,OMAHA,KALAMAZOO
CMI,OMA,121,124,409,OMAHA,CHAMPAIGN
RDU,OMA,38,100,997,OMAHA,RALEIGH
MSO,OMA,0,50,982,OMAHA,MISSOULA
MSN,OMA,115,124,359,OMAHA,MADISON
OGD,OMA,0,50,838,OMAHA,OGDEN
SBN,OMA,78,124,497,OMAHA,SOUTH BEND
AGS,OMA,20,107,940,OMAHA,AUGUSTA
PVD,OMA,66,122,1265,OMAHA,PROVIDENCE
FWA,OMA,122,124,559,OMAHA,FORT WAYNE
GRB,OMA,105,124,451,OMAHA,GREEN BAY
CWA,OMA,102,124,396,OMAHA,WAUSAU
MAF,OMA,74,103,734,OMAHA,MIDLAND
BFF,OMA,121,124,401,OMAHA,SCOTTSBLUFF
SAT,OMA,0,50,824,OMAHA,SAN ANTONIO
LRD,OMA,0,50,970,OMAHA,LAREDO
EVV,OMA,101,124,499,OMAHA,EVANSVILLE
CLT,OMA,0,50,914,OMAHA,CHARLOTTE
BIL,OMA,0,50,706,OMAHA,BILLINGS
TOL,OMA,97,256,628,OMAHA,TOLEDO
ALB,OMA,103,137,1138,OMAHA,ALBANY
TPA,OMA,101,148,1190,OMAHA,TAMPA
GNV,OMA,39,128,1106,OMAHA,GAINESVILLE
AEX,OMA,15,128,713,OMAHA,ALEXANDRIA
XNA,OMA,10,87,357,OMAHA,FAYETTEVILLE
BUF,OMA,136,137,887,OMAHA,BUFFALO
JAC,OMA,169,176,774,OMAHA,JACKSON
COU,OMA,0,50,260,OMAHA,COLUMBIA
LAN,OMA,43,50,590,OMAHA,LANSING
LBF,OMA,0,50,251,OMAHA,NORTH PLATTE
GRI,OMA,0,50,128,OMAHA,GRAND ISLAND
ILN,OMA,0,50,646,OMAHA,WILMINGTON
GFK,OMA,0,50,464,OMAHA,GRAND FORKS
GTF,OMA,0,50,875,OMAHA,GREAT FALLS
SAW,OMA,35,50,549,OMAHA,MARQUETTE
RAP,OMA,100,120,411,OMAHA,RAPID CITY
MDT,OMA,99,120,1005,OMAHA,HARRISBURG
ABE,OMA,106,122,1068,OMAHA,ALLENTOWN
AVL,OMA,99,120,829,OMAHA,ASHEVILLE
OGG,OMA,264,277,3771,OMAHA,KAHULUI
GEG,OMA,0,50,1151,OMAHA,SPOKANE
CLL,OMA,177,200,739,OMAHA,COLLEGE STATION
MYR,OMA,170,170,1067,OMAHA,MYRTLE BEACH
BMC,OMA,0,50,839,OMAHA,BRIGHAM CITY
ELP,OMA,0,50,875,OMAHA,EL PASO
RDD,OMA,101,120,1378,OMAHA,REDDING
MTJ,OMA,113,129,666,OMAHA,MONTROSE
BLI,OMA,116,122,1394,OMAHA,BELLINGHAM
BKX,OMA,64,874,212,OMAHA,BROOKINGS
GRR,OMA,0,50,544,OMAHA,GRAND RAPIDS
CHA,OMA,170,173,724,OMAHA,CHATTANOOGA
BTR,OMA,37,122,788,OMAHA,BATON ROUGE
ACY,OMA,84,122,1129,OMAHA,ATLANTIC CITY
FLL,OMA,42,137,1382,OMAHA,FORT LAUDERDALE
HON,OMA,14,95,243,OMAHA,HURON
AHN,OMA,45,50,854,OMAHA,ATHENS
FOE,OMA,0,130,163,OMAHA,TOPEKA
CPR,OMA,0,50,554,OMAHA,CASPER
MIE,OMA,0,50,555,OMAHA,MUNCIE
EUG,OMA,70,150,1398,OMAHA,EUGENE
FNT,OMA,35,100,634,OMAHA,FLINT
ACT,OMA,60,137,672,OMAHA,WACO
BGR,OFF,94,210,1390,OMAHA,BANGOR
GSP,OMA,0,50,865,OMAHA,GREENVILLE
DBQ,OMA,122,122,278,OMAHA,DUBUQUE
MBS,OMA,82,186,623,OMAHA,SAGINAW
GRK,OMA,199,346,714,OMAHA,KILLEEN
ANC,OMA,0,50,2615,OMAHA,ANCHORAGE
SAV,OMA,0,50,1030,OMAHA,SAVANNAH
ORH,OMA,38,50,1238,OMAHA,WORCESTER
MWH,OMA,100,120,1226,OMAHA,MOSES LAKE
EAR,OMA,0,50,167,OMAHA,KEARNEY
ROW,OMA,49,59,728,OMAHA,ROSWELL
PIR,OMA,0,50,308,OMAHA,PIERRE
YKM,OMA,76,137,1276,OMAHA,YAKIMA
ABR,OMA,0,50,313,OMAHA,ABERDEEN
ATW,OMA,0,50,427,OMAHA,APPLETON
OFK,OMA,0,50,93,OMAHA,NORFOLK
MHK,OFF,0,120,142,OMAHA,MANHATTAN
ALO,OMA,29,50,200,OMAHA,WATERLOO
TLH,OMA,62,137,990,OMAHA,TALLAHASSEE
MWA,OMA,37,50,441,OMAHA,MARION
HSV,OMA,0,50,677,OMAHA,HUNTSVILLE
LRU,OMA,100,100,870,OMAHA,LAS CRUCES
ROA,OMA,135,173,894,OMAHA,ROANOKE
CYS,OMA,0,50,465,OMAHA,CHEYENNE
CHO,OMA,28,50,953,OMAHA,CHARLOTTESVILLE
JAX,OMA,137,137,1089,OMAHA,JACKSONVILLE
LAF,OMA,128,174,473,OMAHA,LAFAYETTE
HOT,OMA,0,50,495,OMAHA,HOT SPRINGS
PIB,OMA,81,122,770,OMAHA,HATTIESBURG
DLH,OMA,27,50,424,OMAHA,DULUTH
BHM,OMA,0,50,732,OMAHA,BIRMINGHAM
LEX,OMA,40,50,642,OMAHA,LEXINGTON
YIP,PHT,0,50,483,PARIS,DETROIT
SLC,PUC,0,1,104,PRICE,SALT LAKE CITY
CDC,PUC,0,9,183,PRICE,CEDAR CITY
SLN,PUC,0,50,705,PRICE,SALINA
SAN,PVU,106,136,599,PROVO,SAN DIEGO
LAS,PVU,109,136,341,PROVO,LAS VEGAS
ABQ,PVU,133,136,454,PROVO,ALBUQUERQUE
OAK,PVU,113,136,590,PROVO,OAKLAND
CYS,PVU,106,136,369,PROVO,CHEYENNE
COS,PVU,87,136,387,PROVO,COLORADO SPRINGS
SLC,PVU,0,173,41,PROVO,SALT LAKE CITY
SJC,PVU,0,50,585,PROVO,SAN JOSE
ATL,PVU,127,173,1571,PROVO,ATLANTA
AUS,PVU,45,128,1045,PROVO,AUSTIN
SBN,PVU,100,106,1328,PROVO,SOUTH BEND
IDA,PVU,0,50,228,PROVO,IDAHO FALLS
MSP,PVU,44,69,995,PROVO,MINNEAPOLIS
LAX,PVU,12,18,569,PROVO,LOS ANGELES
CID,PVU,0,173,1050,PROVO,CEDAR RAPIDS
PIH,PVU,0,50,191,PROVO,POCATELLO
LAR,PVU,71,132,326,PROVO,LARAMIE
SFO,PVU,107,148,601,PROVO,SAN FRANCISCO
SNA,PVU,64,70,565,PROVO,SANTA ANA
BOS,PVU,138,173,2104,PROVO,BOSTON
OKC,PVU,67,70,840,PROVO,OKLAHOMA CITY
PHX,PVU,133,137,468,PROVO,PHOENIX
SAT,PVU,71,122,1051,PROVO,SAN ANTONIO
IAD,PVU,104,150,1820,PROVO,WASHINGTON
IND,PVU,0,70,1346,PROVO,INDIANAPOLIS
LRD,PVU,69,72,1117,PROVO,LAREDO
CLE,PVU,51,70,1561,PROVO,CLEVELAND
LEX,PVU,4,8,1459,PROVO,LEXINGTON
CVG,PVU,149,150,1440,PROVO,CINCINNATI
CDC,PVU,17,30,189,PROVO,CEDAR CITY
SGU,PVU,21,30,238,PROVO,ST. GEORGE
TUL,PVU,31,50,904,PROVO,TULSA
ELP,PVU,6,8,652,PROVO,EL PASO
STL,PVU,68,137,1144,PROVO,ST. LOUIS
SGF,PVU,43,50,1010,PROVO,SPRINGFIELD
ORD,PVU,140,150,1245,PROVO,CHICAGO
SEA,PVU,128,136,726,PROVO,SEATTLE
MSY,PVU,120,150,1400,PROVO,NEW ORLEANS
MCI,PVU,41,50,907,PROVO,KANSAS CITY
FCA,PVU,2,8,573,PROVO,KALISPELL
DAL,PVU,121,150,969,PROVO,DALLAS
PIA,PVU,29,50,1159,PROVO,PEORIA
PHL,PVU,84,137,1920,PROVO,PHILADELPHIA
PDX,SLE,415,810,51,SALEM,PORTLAND
EAT,SLE,5,18,218,SALEM,WENATCHEE
EUG,SLE,4,18,56,SALEM,EUGENE
EKO,SLE,106,119,462,SALEM,ELKO
SEA,SLE,12,37,178,SALEM,SEATTLE
GEG,SLE,11,37,322,SALEM,SPOKANE
RDD,SLE,34,126,306,SALEM,REDDING
MFR,SLE,9,18,175,SALEM,MEDFORD
LMT,SLE,232,414,200,SALEM,KLAMATH FALLS
RDM,SLE,6,18,102,SALEM,BEND
YKM,SLE,18,37,165,SALEM,YAKIMA
PUW,SLE,14,18,312,SALEM,PULLMAN
RBG,SLE,0,50,117,SALEM,ROSEBURG
CVO,SLE,0,50,32,SALEM,ALBANY
SLC,SLE,1820,2750,628,SALEM,SALT LAKE CITY
SAF,SLE,14,50,1097,SALEM,SANTA FE
SLE,SLE,0,50,0,SALEM,SALEM
TUL,SEM,0,50,574,SELMA,TULSA
RDU,TPA,10043,13500,587,TAMPA,RALEIGH
CAE,TPA,290,297,419,TAMPA,COLUMBIA
CMH,TPA,56,141,829,TAMPA,COLUMBUS
SEA,TPA,209,234,2520,TAMPA,SEATTLE
MCO,TPA,1968,8288,80,TAMPA,ORLANDO
MEM,TPA,99,100,656,TAMPA,MEMPHIS
LGA,TPA,556,930,1011,TAMPA,NEW YORK
BDL,TPA,148,148,1111,TAMPA,HARTFORD
EWR,TPA,2416,4608,998,TAMPA,NEWARK
DAY,TPA,2426,2860,828,TAMPA,DAYTON
DFW,TPA,108,142,929,TAMPA,DALLAS
MIA,TPA,126,145,204,TAMPA,MIAMI
BOS,TPA,3932,5610,1185,TAMPA,BOSTON
ALB,TPA,34,110,1130,TAMPA,ALBANY
BGR,TPA,228,257,1385,TAMPA,BANGOR
ATL,TPA,3921,6027,406,TAMPA,ATLANTA
ORD,TPA,9416,13524,1012,TAMPA,CHICAGO
IAH,TPA,0,282,787,TAMPA,HOUSTON
DTW,TPA,61,118,983,TAMPA,DETROIT
MSP,TPA,4222,8468,1307,TAMPA,MINNEAPOLIS
TLH,TPA,1937,2860,200,TAMPA,TALLAHASSEE
MSY,TPA,121,149,487,TAMPA,NEW ORLEANS
IND,TPA,138,146,838,TAMPA,INDIANAPOLIS
GRR,TPA,19,110,1041,TAMPA,GRAND RAPIDS
IAD,TPA,3427,8829,810,TAMPA,WASHINGTON
LAX,TPA,6126,7680,2158,TAMPA,LOS ANGELES
MCI,TPA,1108,3190,1048,TAMPA,KANSAS CITY
ABQ,TPA,83,128,1497,TAMPA,ALBUQUERQUE
GNV,TPA,86,102,119,TAMPA,GAINESVILLE
SBN,TPA,65,220,970,TAMPA,SOUTH BEND
TYS,TPA,8,148,547,TAMPA,KNOXVILLE
BWI,TPA,2750,3300,842,TAMPA,BALTIMORE
CLT,TPA,28,68,508,TAMPA,CHARLOTTE
CLE,TPA,1478,3348,927,TAMPA,CLEVELAND
